,plate,mjd,fiberid,class,subclass,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw,nii_6584_eqw
0,266,51630,87,b'GALAXY',b'STARBURST',0.06741422,625.9243,117.5592,51.88348,187.5996,22.94478,125.9418,82.95983,-59.226,-17.77728
1,266,51602,159,b'GALAXY',b'STARBURST',0.0536029,374.8391,82.36267,61.42209,105.3284,13.33986,79.49012,55.71835,-46.11523,-13.05105
2,267,51608,621,b'GALAXY',b'STARFORMING',0.03546179,420.5194,106.9028,202.5237,88.06135,16.43069,94.87071,74.93069,-28.5887,-6.061126
3,269,51910,135,b'GALAXY',b'STARBURST',0.09410395,442.6733,135.5812,168.4846,94.99934,18.49554,87.43896,66.73173,-40.66494,-8.408584
4,269,51910,288,b'GALAXY',b'STARFORMING',0.04623836,500.8737,113.9501,41.15973,158.5574,13.36059,99.77538,66.24239,-42.28374,-13.1495
5,269,51910,395,b'GALAXY',b'STARFORMING',0.09882391,241.406,71.27544,62.42987,49.36507,10.86691,53.12526,36.21382,-38.73834,-13.59933
6,269,51910,640,b'GALAXY',b'STARFORMING',0.0314129,159.1111,57.57797,24.14566,50.82046,11.63004,38.20793,27.67314,-15.95025,-5.240808
7,270,51909,405,b'GALAXY',b'STARFORMING',0.04485136,185.9118,52.08688,37.89846,44.62892,8.354786,46.53981,32.35217,-29.96779,-6.744009
8,271,51883,187,b'GALAXY',b'STARBURST',0.08577679,445.7981,99.56963,21.07095,152.3646,10.17671,66.63037,43.52723,-43.86391,-15.21238
9,271,51883,578,b'GALAXY',b'STARFORMING',0.07096665,181.0757,44.92733,25.80714,46.99356,8.354898,44.2423,28.28392,-23.45504,-5.987779
10,272,51941,18,b'GALAXY',b'',0.1104557,165.346,27.8215,205.0293,190.8269,21.48119,52.80701,48.07079,-8.377118,-9.53286
11,272,51941,210,b'GALAXY',b'STARFORMING',0.06336549,233.6361,59.05734,56.14983,55.69978,9.034779,49.72602,33.37429,-35.09299,-8.905787
12,274,51913,7,b'GALAXY',b'STARBURST',0.08019475,617.5825,144.9356,29.61024,206.8366,11.06343,98.39053,69.41286,-61.10323,-20.42573
13,274,51913,343,b'GALAXY',b'STARFORMING',0.05915563,173.4396,55.36569,60.14235,32.71637,8.26695,38.78509,26.79001,-32.43796,-6.008293
14,274,51913,447,b'GALAXY',b'STARFORMING',0.1293679,133.351,37.08797,14.43809,48.89697,7.298054,32.93238,27.09768,-12.31464,-4.563971
15,274,51913,519,b'GALAXY',b'STARBURST',0.06570902,345.3893,90.69219,112.8235,63.83207,14.98652,75.59293,50.61878,-44.57819,-8.165516
16,275,51910,93,b'GALAXY',b'STARFORMING',0.05221032,120.3076,36.38043,51.19289,24.48296,6.660325,30.44956,18.41842,-17.4401,-3.3563
17,276,51909,166,b'GALAXY',b'STARBURST',0.07551887,216.4108,49.1423,60.13196,47.50472,11.02945,45.59636,34.15526,-35.25447,-7.796495
18,276,51909,186,b'GALAXY',b'STARBURST',0.04886655,328.184,79.48569,56.95671,72.6929,12.15958,68.8771,48.05227,-51.16322,-11.32582
19,276,51909,615,b'GALAXY',b'STARFORMING',0.04044758,611.1318,143.4322,24.20978,197.0245,15.52204,78.67671,60.95607,-29.41265,-9.4708
20,277,51908,178,b'GALAXY',b'STARFORMING',0.03790334,433.0261,105.015,38.23317,173.0749,12.24783,86.55869,62.57853,-17.15039,-6.88554
21,277,51908,181,b'GALAXY',b'STARFORMING',0.06475462,302.4868,52.53981,14.4356,216.8345,11.55613,50.09662,50.37497,-31.88315,-22.34998
22,277,51908,337,b'GALAXY',b'STARFORMING',0.04009909,885.574,156.969,22.6814,350.7069,22.21163,114.9551,84.08637,-33.94777,-13.33743
23,278,51900,124,b'GALAXY',b'STARFORMING',0.06475577,206.1666,40.54253,13.18819,66.0777,9.180658,37.54109,28.02408,-21.57289,-6.764518
24,279,51608,233,b'GALAXY',b'STARFORMING',0.04296634,286.8846,91.88484,29.88396,111.0559,9.793964,59.29951,40.71869,-29.58892,-10.56348
25,279,51984,287,b'GALAXY',b'STARFORMING',0.07720377,467.7134,114.2246,40.83828,234.5165,14.22345,87.93689,62.75517,-26.55218,-13.24533
26,279,51608,443,b'GALAXY',b'AGN',0.1406571,384.9645,88.82855,313.0038,374.1025,24.79819,82.84929,72.11437,-33.31433,-28.77882
27,279,51984,449,b'GALAXY',b'STARBURST',0.2048847,801.8473,226.9555,601.8664,131.5801,16.25294,78.69357,62.37089,-337.4484,-58.79193
28,280,51612,49,b'GALAXY',b'STARBURST',0.0768568,281.0212,75.55097,39.09676,77.45073,10.93266,60.1656,45.81061,-45.44249,-11.81924
29,280,51612,569,b'GALAXY',b'AGN',0.07645808,137.7038,25.47776,125.9689,137.869,13.01594,35.62445,35.06184,-8.201763,-8.146598
30,281,51614,315,b'GALAXY',b'STARBURST',0.02377577,446.0483,143.3918,214.3153,56.79062,11.53583,94.77802,70.84582,-51.27616,-7.127419
31,281,51614,607,b'GALAXY',b'STARFORMING',0.01953857,362.8036,94.48187,63.6313,232.8155,21.78654,91.54008,61.61694,-7.38277,-4.844046
32,281,51614,630,b'GALAXY',b'STARBURST',0.1180312,264.8323,47.59706,19.28244,125.0131,8.876705,48.24529,37.93008,-41.34226,-19.77233
33,282,51658,395,b'GALAXY',b'STARFORMING',0.06122096,88.92474,17.05114,18.18816,78.04834,15.93658,39.13384,25.80072,-3.092943,-2.673677
34,283,51959,191,b'GALAXY',b'STARBURST',0.04839646,479.4592,129.7562,50.49771,153.5794,13.31866,110.0187,77.7162,-43.391,-14.2307
35,283,51959,468,b'GALAXY',b'STARBURST',0.07590457,643.7361,164.3919,116.2244,169.164,13.15971,117.5004,83.19849,-50.10588,-13.13714
36,284,51662,77,b'GALAXY',b'AGN',0.1091661,191.6882,41.56008,394.0277,176.5361,22.95636,45.30397,44.68625,-16.6459,-15.687
37,284,51662,87,b'GALAXY',b'STARBURST',0.01094773,718.7828,222.5399,518.1382,91.10246,13.26679,117.8243,83.40392,-75.24706,-9.493196
38,284,51662,300,b'GALAXY',b'AGN',0.09501792,84.17899,23.61145,149.7748,90.1321,25.02806,33.6168,33.63543,-3.214308,-3.728815
39,284,51662,401,b'GALAXY',b'STARBURST',0.04679985,1158.831,389.1911,1178.352,101.1972,31.73069,149.9808,105.721,-116.2125,-10.30396
40,286,51999,348,b'GALAXY',b'STARBURST',0.07837124,562.1184,107.144,22.46705,188.9506,15.74589,96.6702,63.34069,-51.53672,-17.74966
41,287,52023,105,b'GALAXY',b'STARBURST',0.142846,606.8972,130.9111,44.41691,279.398,18.56203,85.86367,71.70551,-52.81787,-23.14989
42,287,52023,164,b'GALAXY',b'STARFORMING',0.1187062,382.3848,93.49043,25.13974,131.4188,12.53953,66.43634,41.55728,-30.46689,-11.15065
43,287,52023,479,b'GALAXY',b'STARBURST',0.06340092,409.586,118.3729,136.6485,84.18333,12.86563,77.83435,52.70884,-51.53075,-10.40295
44,290,51941,140,b'GALAXY',b'STARFORMING',0.0808229,101.4822,14.91844,13.07897,37.16193,6.453177,27.8618,20.30049,-18.77841,-6.40325
45,291,51928,169,b'GALAXY',b'STARFORMING',0.08192886,226.4038,57.95683,17.10723,69.72792,8.158378,34.31727,32.20941,-21.84208,-6.950458
46,291,51928,174,b'GALAXY',b'STARBURST',0.1026684,921.5272,274.0157,598.8824,135.5327,26.51702,125.7488,88.26402,-199.9819,-28.27084
47,291,51928,246,b'GALAXY',b'STARFORMING',0.02375486,449.8368,117.9859,35.60396,141.1607,12.63732,92.18932,63.33355,-33.71376,-10.36827
48,292,51609,110,b'GALAXY',b'STARBURST',0.08234987,801.0646,185.4883,57.94753,246.4555,20.46768,144.12,97.06124,-50.44893,-15.58606
49,292,51609,294,b'GALAXY',b'STARFORMING',0.1095554,427.2898,86.25322,16.32392,137.8345,12.92136,47.83747,32.06579,-36.44909,-10.07569
50,294,51986,84,b'GALAXY',b'STARBURST',0.08515193,830.5736,173.6955,26.74197,313.8527,14.49936,95.69294,76.54637,-46.9191,-17.50229
51,294,51986,319,b'GALAXY',b'STARBURST',0.06710283,510.8667,151.3967,205.7497,74.76569,16.29849,97.67956,63.56549,-57.83302,-8.562246
52,296,51665,90,b'GALAXY',b'STARFORMING',0.08041508,221.7742,56.68267,13.34045,75.08333,9.861786,49.79887,33.63788,-27.44784,-9.065704
53,296,51984,125,b'GALAXY',b'STARBURST',0.08326132,295.5619,95.94764,110.4201,59.17733,8.026115,62.43018,40.4903,-50.66449,-10.25841
54,296,51665,387,b'GALAXY',b'STARFORMING',0.1106925,354.3568,61.22443,37.59032,142.5805,13.52708,67.23732,40.60166,-39.6792,-16.54901
55,296,51984,410,b'GALAXY',b'STARBURST',0.08201976,359.9632,110.3082,125.8445,63.30219,11.44797,71.79635,51.15544,-57.67881,-10.14844
56,297,51959,348,b'GALAXY',b'STARFORMING',0.08201098,228.3432,67.10687,28.89487,68.53424,7.507414,46.27,32.18851,-30.21337,-9.382568
57,297,51959,384,b'GALAXY',b'STARBURST',0.1045228,935.0489,190.0804,61.02194,336.2214,27.59496,147.4663,111.2359,-59.96714,-21.28629
58,297,51663,413,b'GALAXY',b'STARFORMING',0.04733888,292.3315,79.847,29.60412,89.25755,9.025588,58.50396,42.87412,-25.04494,-7.353251
59,297,51663,460,b'GALAXY',b'STARBURST',0.1117985,543.3438,148.4881,46.84439,190.4198,12.19816,90.79451,64.74957,-59.47377,-24.06185
60,266,51602,150,b'GALAXY',b'STARFORMING BROADLINE',0.05302386,649.9068,138.8845,76.18038,387.0267,77.17963,241.6296,150.1077,-29.93797,-15.97541
61,266,51630,216,b'GALAXY',b'AGN BROADLINE',0.06763429,472.3678,122.3304,966.6317,547.7561,82.45869,227.8403,183.8424,-11.7825,-12.1614
62,266,51630,370,b'GALAXY',b'STARFORMING',0.05735964,404.0885,106.4664,53.55283,130.4489,10.49228,86.98476,67.6757,-32.15246,-10.53779
63,266,51602,593,b'GALAXY',b'STARFORMING',0.07026533,265.4642,65.03958,53.45903,70.2919,14.76686,62.98328,44.46009,-33.20479,-8.992076
64,267,51608,63,b'GALAXY',b'STARBURST',0.02139691,1253.103,293.0078,109.8257,380.4087,31.70715,236.2986,164.0212,-55.09866,-16.81027
65,267,51608,153,b'GALAXY',b'STARFORMING',0.08368891,649.7175,134.8891,40.89649,329.9208,34.14533,122.6081,96.46764,-34.24926,-17.70321
66,267,51608,493,b'GALAXY',b'STARBURST',0.08185273,1902.939,328.7025,429.9758,548.7486,38.52776,208.3885,160.3841,-134.2726,-38.35591
67,268,51633,162,b'GALAXY',b'AGN',0.1247119,142.9137,36.243,167.8019,156.7611,20.54574,48.03787,41.55498,-11.05077,-10.43479
68,270,51909,303,b'GALAXY',b'STARBURST',0.1106428,234.9463,63.82534,93.07555,42.32643,13.21018,50.90128,36.30632,-57.26674,-11.80142
69,270,51909,354,b'GALAXY',b'STARFORMING',0.03297864,166.4648,49.04467,90.96012,30.18775,9.894371,31.81702,26.38465,-13.0319,-2.253097
70,270,51909,615,b'GALAXY',b'STARBURST',0.03299528,698.3746,192.5037,197.6033,145.8896,14.72127,129.3099,93.45669,-60.01939,-12.5431
71,271,51883,5,b'GALAXY',b'STARFORMING',0.05579847,1131.586,192.7697,79.51072,846.0762,56.21497,213.3661,185.7137,-19.7089,-14.52366
72,272,51941,45,b'GALAXY',b'STARFORMING',0.1333723,463.0327,92.12998,25.10497,171.4189,12.41585,52.63905,43.05918,-30.24941,-11.24047
73,272,51941,321,b'GALAXY',b'STARBURST',0.09347303,1201.455,241.0803,71.14061,439.6198,33.9047,187.7007,130.086,-44.50001,-16.15676
74,272,51941,349,b'GALAXY',b'STARFORMING',0.09520418,199.5996,49.94865,21.11998,100.0244,10.93903,51.38216,35.14463,-13.40632,-6.661275
75,272,51941,438,b'GALAXY',b'STARFORMING',0.0944031,295.7318,75.30727,22.51323,145.7632,15.4424,54.99039,42.54472,-21.9435,-10.73728
76,273,51957,97,b'GALAXY',b'STARBURST',0.1484485,338.3437,69.47991,23.78624,113.9049,14.29589,57.25674,47.47152,-38.88902,-13.20947
77,273,51957,349,b'GALAXY',b'STARBURST',0.03392197,1713.062,459.0862,217.2586,541.8112,35.53174,299.0884,220.2577,-56.52553,-18.14926
78,273,51957,436,b'GALAXY',b'STARBURST',0.1096851,890.5579,170.7632,54.1951,372.3336,27.32274,149.5631,117.8755,-64.89932,-26.96345
79,273,51957,531,b'GALAXY',b'STARBURST',0.02824007,342.1096,107.7103,282.7946,27.33195,11.46808,51.67223,40.94847,-44.68213,-3.921465
80,274,51913,69,b'GALAXY',b'STARFORMING',0.06012432,732.1877,138.3552,23.21639,417.377,16.00914,80.67002,81.52772,-27.88868,-15.66562
81,275,51910,486,b'GALAXY',b'STARFORMING',0.04987356,297.4242,56.09781,33.07342,168.5473,14.71886,71.95482,49.08036,-19.1392,-10.66423
82,276,51909,19,b'GALAXY',b'AGN',0.07545097,1199.642,262.6546,661.1039,812.9765,52.684,233.9973,197.1146,-39.23621,-24.92949
83,276,51909,67,b'GALAXY',b'STARFORMING',0.08362874,244.3803,67.42932,23.23241,82.76208,9.683718,43.42736,36.29987,-27.85891,-9.236151
84,278,51900,368,b'GALAXY',b'STARBURST',0.06730757,755.7121,122.5249,144.4964,358.2861,24.1692,76.3418,78.41267,-50.54394,-23.48726
85,278,51900,626,b'GALAXY',b'STARBURST',0.02955294,447.2585,116.8023,178.6698,67.08902,12.30578,89.95374,61.47444,-60.98926,-9.337311
86,279,51984,36,b'GALAXY',b'STARFORMING',0.02535571,274.3449,94.2592,113.8758,45.1972,7.92248,49.44973,36.79903,-37.17663,-5.886153
87,279,51608,278,b'QSO',b'STARBURST BROADLINE',0.1002495,1197.203,276.6063,412.9397,845.2563,62.98062,190.3855,164.0125,-60.41906,-40.58879
88,279,51608,300,b'GALAXY',b'STARBURST',0.03962689,2420.517,765.2901,2335.09,186.9006,55.32842,275.2074,204.9897,-154.8578,-12.16162
89,279,51608,534,b'GALAXY',b'STARFORMING',0.04953341,223.3099,47.17478,23.82736,80.68877,11.40308,45.59289,38.67758,-18.72581,-7.071108
90,279,51984,590,b'GALAXY',b'STARBURST',0.1435018,327.2668,86.03294,53.24113,94.75753,8.139441,58.60172,42.76358,-65.09919,-21.59893
91,280,51612,116,b'GALAXY',b'',0.1449589,76.39611,16.09908,22.45109,69.25205,16.09224,37.3455,30.64528,-5.257393,-4.692319
92,280,51612,270,b'GALAXY',b'STARBURST',0.06898481,816.3469,252.1017,355.1533,122.8972,15.83416,114.6395,81.92039,-132.4943,-20.1829
93,281,51614,289,b'GALAXY',b'STARBURST',0.1044905,209.0131,60.31645,50.54809,45.06743,5.927194,41.18301,26.94846,-58.61683,-12.70933
94,282,51630,94,b'GALAXY',b'STARBURST',0.05066073,891.1309,264.4204,374.6565,155.7472,18.62116,153.4868,110.3703,-103.4305,-18.57495
95,282,51658,144,b'GALAXY',b'STARFORMING',0.1312978,640.5504,109.847,27.23307,295.1342,16.07685,76.82252,73.90359,-31.06612,-14.10168
96,282,51658,191,b'GALAXY',b'STARFORMING',0.1178732,158.658,37.94541,38.13452,53.53063,8.91044,35.25073,24.14402,-33.50717,-10.81904
97,283,51959,344,b'GALAXY',b'STARBURST',0.07192492,405.8115,94.64272,59.32963,112.395,14.56855,83.83594,58.27058,-46.30576,-12.88717
98,284,51943,154,b'GALAXY',b'STARFORMING',0.05168007,212.6905,58.28236,39.10293,52.66804,7.043794,48.69274,32.54258,-29.16497,-7.177586
99,284,51662,228,b'GALAXY',b'STARBURST',0.1083267,700.1211,202.5707,263.4862,151.6749,20.55699,92.29529,74.45497,-117.4639,-25.38473
100,284,51662,514,b'GALAXY',b'STARFORMING',0.05648366,726.5164,157.7998,69.01493,262.6266,19.73256,130.776,88.12173,-38.72993,-14.08898
101,284,51662,515,b'GALAXY',b'STARBURST',0.05047223,409.5183,95.08053,71.0741,102.642,9.782936,63.21389,44.32806,-55.39202,-14.46474
102,284,51943,537,b'GALAXY',b'STARFORMING',0.07820561,496.6996,124.774,44.81884,270.3514,17.55833,101.2812,70.10635,-13.11962,-7.09135
103,285,51663,9,b'GALAXY',b'AGN',0.1157238,232.9238,66.3729,502.032,281.9405,23.79826,110.9628,83.45923,-15.70856,-18.9369
104,285,51930,101,b'GALAXY',b'STARBURST',0.07671086,675.3098,152.6995,67.30573,225.4288,13.51438,117.5657,90.23058,-60.9823,-20.40438
105,285,51930,328,b'GALAXY',b'STARBURST',0.03944224,1606.873,415.3825,127.3358,622.2001,26.02636,247.6831,186.2261,-83.92596,-32.37362
106,285,51663,449,b'GALAXY',b'STARBURST',0.06392744,442.9448,125.0683,52.42743,166.98,12.2481,87.72352,59.78386,-43.8698,-16.29326
107,285,51930,510,b'GALAXY',b'AGN',0.1241733,204.7126,45.4454,205.7785,185.4986,24.83634,51.86574,46.43615,-15.00426,-13.59584
108,286,51999,265,b'GALAXY',b'STARBURST',0.07979167,465.2816,130.2712,159.4998,80.3216,18.15304,90.86456,67.1791,-60.89305,-10.28881
109,286,51999,360,b'GALAXY',b'STARFORMING',0.1053215,321.8729,72.56077,22.83885,118.2144,12.72736,38.48594,24.44538,-21.01164,-7.703004
110,287,52023,251,b'GALAXY',b'STARFORMING',0.07484548,405.1555,109.9832,21.68376,135.0498,10.43474,70.24792,44.17412,-30.93819,-10.42941
111,287,52023,571,b'GALAXY',b'STARBURST',0.07522497,545.4725,166.1258,275.3482,81.98231,8.055587,65.03838,58.4668,-112.7267,-16.92922
112,287,52023,621,b'GALAXY',b'AGN',0.05048371,1970.617,440.4862,973.1173,1426.605,136.6893,423.0845,423.2333,-62.68722,-43.44641
113,289,51990,309,b'GALAXY',b'STARFORMING',0.07338843,416.928,84.05011,22.99369,181.562,13.30559,67.86755,46.15765,-21.58801,-9.553828
114,289,51990,339,b'GALAXY',b'STARFORMING',0.062959,548.6188,130.5615,32.53958,194.9271,16.14638,108.5495,75.92874,-26.75997,-9.618794
115,290,51941,346,b'GALAXY',b'STARFORMING',0.04419503,247.4459,50.48699,23.41051,110.4848,12.2222,53.39198,41.17611,-13.52546,-6.126532
116,290,51941,491,b'GALAXY',b'STARBURST',0.01242487,574.2416,177.2094,529.9554,46.96827,12.40651,76.52436,57.60691,-127.7827,-10.83002
117,290,51941,551,b'GALAXY',b'STARFORMING',0.07249224,455.2514,102.7778,57.12511,293.6879,29.56131,110.7636,81.27445,-13.97775,-8.980351
118,291,51928,616,b'GALAXY',b'STARBURST',0.08725414,475.1792,127.962,89.62599,116.251,15.76066,88.27454,63.4726,-56.69531,-13.81779
119,293,51994,199,b'GALAXY',b'STARFORMING',0.02306633,1097.308,183.9706,57.44066,433.4271,34.31749,195.7514,142.4444,-32.54657,-13.05447
120,266,51602,107,b'GALAXY',b'STARFORMING',0.1231486,548.3916,109.2574,28.71963,248.9967,21.16496,104.7456,74.7152,-23.6402,-10.84013
121,266,51630,467,b'GALAXY',b'STARFORMING',0.0303838,200.2706,44.90566,38.5819,86.59311,16.40117,63.06165,41.37077,-6.760734,-2.822446
122,267,51608,89,b'GALAXY',b'AGN',0.1375007,174.0884,38.97179,63.26905,124.1617,10.61702,32.46215,24.83163,-21.94146,-15.23596
123,267,51608,447,b'GALAXY',b'STARFORMING',0.08834895,298.9723,58.42739,18.29012,108.2495,10.39475,58.40549,41.65986,-33.6685,-11.81385
124,267,51608,624,b'GALAXY',b'STARFORMING',0.03545549,152.9519,48.14282,71.70038,24.89766,13.49899,41.44469,28.7099,-15.49601,-2.437207
125,268,51633,226,b'GALAXY',b'STARFORMING',0.07309938,264.6151,48.15978,16.58894,99.22512,10.11871,53.7341,36.80228,-27.57865,-10.27676
126,269,51910,50,b'GALAXY',b'STARBURST',0.1822214,385.1019,70.45872,24.3592,223.5874,15.52212,63.16093,51.09914,-34.28712,-19.56121
127,269,51910,273,b'GALAXY',b'STARFORMING',0.03437575,261.9296,80.08849,155.2985,30.35669,8.645043,45.48476,33.88392,-36.919,-4.442265
128,270,51909,487,b'GALAXY',b'STARBURST',0.09453683,754.9736,191.2692,42.80861,439.3189,12.52808,96.50775,87.15571,-51.30304,-28.65713
129,271,51883,618,b'GALAXY',b'STARFORMING',0.05379997,1009.051,159.6642,82.58382,539.7675,36.21745,200.6128,149.3433,-41.45527,-21.98827
130,272,51941,253,b'GALAXY',b'STARFORMING',0.05422141,448.9629,136.0049,79.62868,143.5134,17.11479,89.39069,63.46114,-31.97124,-10.27876
131,273,51957,4,b'GALAXY',b'STARFORMING',0.07378269,1093.777,271.5369,63.42873,445.849,25.57358,158.507,111.9836,-38.38268,-16.29571
132,274,51913,149,b'GALAXY',b'STARFORMING',0.07416783,312.0428,61.23188,23.25646,161.2428,14.83044,58.74191,48.9497,-26.17107,-13.59043
133,274,51913,209,b'GALAXY',b'STARFORMING',0.03948097,384.5827,116.049,126.0432,87.33632,14.11454,81.63571,58.50249,-42.19102,-9.381129
134,274,51913,226,b'GALAXY',b'AGN',0.01876407,137.7231,46.43078,141.8971,136.6915,26.41424,58.32464,38.40429,-1.794654,-1.832167
135,274,51913,244,b'GALAXY',b'AGN',0.08277651,284.6995,68.79787,307.2122,167.4951,23.51161,64.15533,58.56503,-13.79529,-8.364194
136,275,51910,409,b'GALAXY',b'STARFORMING',0.1154542,138.3255,24.36429,18.922,85.20934,13.15486,43.46367,29.65287,-13.41097,-7.659591
137,276,51909,35,b'GALAXY',b'STARFORMING',0.1259391,205.5767,44.57281,15.30956,70.97827,7.759873,32.43221,22.57247,-18.42213,-5.933279
138,276,51909,442,b'GALAXY',b'STARFORMING',0.03730441,170.7036,48.5602,20.84435,51.72921,8.345341,43.67026,32.42561,-16.57215,-4.732352
139,277,51908,590,b'GALAXY',b'STARFORMING',0.07375168,222.428,64.91882,46.63691,58.74455,9.900558,47.70501,33.48949,-30.43259,-8.226094
140,278,51900,132,b'GALAXY',b'STARFORMING',0.126691,302.8451,65.10641,35.3251,151.4405,17.29502,72.70068,50.79237,-29.5794,-14.7018
141,279,51984,224,b'GALAXY',b'STARFORMING',0.04297562,296.8493,92.31464,25.18586,109.6539,8.122365,63.23406,44.184,-30.53557,-11.48214
142,279,51984,303,b'GALAXY',b'STARBURST',0.03963303,1270.673,244.1805,53.94106,590.4855,23.53356,171.7806,157.9357,-52.68508,-24.22467
143,279,51608,434,b'GALAXY',b'STARBURST',0.0283584,710.1132,234.6727,712.7697,53.86356,23.03913,98.98782,63.12594,-67.10287,-5.203908
144,280,51612,42,b'GALAXY',b'STARFORMING',0.07700927,170.3543,55.35434,38.69826,39.43538,8.43946,42.55088,36.0353,-27.68301,-6.253783
145,281,51614,379,b'GALAXY',b'STARBURST',0.05918246,322.9196,95.70689,200.9311,34.1194,11.82617,52.46222,36.32103,-65.04359,-7.393942
146,281,51614,436,b'GALAXY',b'STARBURST',0.02592862,2280.827,541.454,433.5692,600.7589,49.92098,384.1928,272.5233,-80.82957,-21.27377
147,281,51614,532,b'GALAXY',b'STARBURST',0.1134159,476.2039,113.9781,136.7614,152.7547,18.63822,89.94195,67.4977,-91.37886,-28.98267
148,282,51630,37,b'GALAXY',b'STARFORMING',0.1129507,412.1093,86.39168,86.77184,193.9656,17.49505,71.84003,53.78215,-27.44746,-13.01611
149,282,51658,37,b'GALAXY',b'AGN',0.1245316,204.2948,41.7466,198.0016,153.551,11.14263,44.04889,39.58376,-21.45694,-16.3109
150,282,51658,239,b'GALAXY',b'STARFORMING',0.1048721,309.7311,58.46816,13.26466,122.4261,9.530489,44.97842,30.73849,-30.05242,-10.63507
151,282,51630,332,b'GALAXY',b'AGN',0.104246,128.6217,32.43127,206.2576,120.9985,18.25478,64.06725,57.35556,-12.068,-10.86002
152,282,51658,469,b'GALAXY',b'STARBURST',0.05012701,1040.992,259.8042,127.7086,288.3932,27.09361,228.9788,164.7234,-68.68059,-18.89001
153,283,51959,471,b'GALAXY',b'STARBURST',0.1871322,786.3844,168.9097,111.7183,242.674,22.14784,125.2596,95.0045,-121.851,-39.29405
154,283,51959,639,b'GALAXY',b'STARBURST',0.1602889,681.6847,188.9025,230.0605,144.0395,13.83691,101.0124,76.53916,-105.2973,-22.33024
155,284,51943,14,b'GALAXY',b'STARBURST',0.1688994,339.1576,79.02584,38.82449,136.6823,14.93573,54.79034,39.85814,-37.26988,-14.81302
156,285,51930,27,b'GALAXY',b'STARFORMING',0.04040124,613.1697,143.6626,50.41531,291.0892,19.47264,110.2056,96.05836,-29.58677,-13.99791
157,285,51930,39,b'GALAXY',b'STARFORMING',0.1790947,152.9813,39.07603,20.03523,59.96511,8.36509,33.45408,22.14384,-22.56598,-8.884322
158,285,51663,153,b'GALAXY',b'STARBURST',0.08191746,292.0335,90.55789,147.9935,42.04042,13.09017,61.42838,42.13393,-48.58557,-7.237959
159,285,51930,346,b'GALAXY',b'STARFORMING',0.06061829,82.25532,25.40305,47.6066,35.496,6.668957,24.55882,18.64269,-8.094902,-3.542966
160,285,51930,630,b'GALAXY',b'STARBURST',0.03661502,261.027,87.07338,170.5893,30.72572,9.875621,44.07219,28.84734,-45.49566,-5.496716
161,287,52023,503,b'GALAXY',b'STARBURST',0.0821519,610.8786,186.9547,253.0499,116.09,20.48197,112.7815,74.71928,-76.1393,-14.5328
162,288,52000,348,b'GALAXY',b'STARBURST',0.09356647,394.9484,105.5599,48.7913,108.9623,13.69897,82.43037,58.04168,-42.23739,-11.95848
163,288,52000,526,b'GALAXY',b'STARBURST',0.08504529,375.2189,106.1904,57.22667,114.5368,10.79889,75.75914,55.34706,-46.94133,-14.49704
164,289,51990,113,b'GALAXY',b'STARBURST',0.02315128,1301.247,425.1446,924.4686,164.6628,36.97976,200.4829,135.1733,-71.12204,-8.968634
165,290,51941,299,b'GALAXY',b'STARFORMING',0.1113305,246.2822,69.60712,43.71546,76.18818,9.794715,54.25441,34.50684,-28.88137,-8.460084
166,291,51928,146,b'GALAXY',b'STARFORMING',0.005510338,41.18224,11.3486,13.86157,7.534213,2.493988,9.06854,6.411207,-24.6878,-4.656228
167,291,51928,200,b'GALAXY',b'STARBURST',0.0895269,918.8545,184.0156,51.98651,333.6466,20.47325,147.3945,108.5066,-44.92905,-16.37991
168,293,51994,219,b'GALAXY',b'STARBURST',0.0467113,1033.487,357.3483,1117.766,113.7075,30.07993,130.7596,95.94772,-90.82249,-10.35939
169,293,51994,281,b'GALAXY',b'STARFORMING',0.07066774,250.3018,73.61821,93.35182,52.87574,13.5618,50.35377,32.6043,-27.89536,-5.977805
170,295,51985,440,b'GALAXY',b'STARBURST',0.04045619,732.4119,219.5636,530.9022,73.0005,21.11036,116.9126,79.02187,-75.02052,-7.548985
171,296,51665,76,b'GALAXY',b'STARFORMING',0.05460961,222.9557,54.37149,89.0011,57.69348,7.910994,44.78772,28.89225,-33.06588,-9.338704
172,296,51984,442,b'GALAXY',b'STARBURST',0.0483577,571.95,180.7789,430.5841,65.20127,18.41528,90.65144,66.56863,-68.33401,-7.674494
173,296,51984,599,b'GALAXY',b'STARBURST',0.04828238,583.6243,201.7366,651.5496,41.85654,16.84953,67.34353,49.6908,-114.7843,-8.229252
174,296,51984,616,b'GALAXY',b'STARBURST',0.07863096,312.1398,75.61007,55.34676,91.08609,12.55027,63.18849,49.00851,-46.67844,-14.10632
175,297,51663,220,b'GALAXY',b'STARFORMING',0.1065729,519.3192,117.4101,83.61196,251.5728,20.5733,83.41524,73.34036,-32.9422,-16.21228
176,297,51959,590,b'GALAXY',b'STARBURST',0.08240394,520.1963,150.1039,183.2298,115.8294,15.31511,90.68446,63.57195,-71.38162,-15.80171
177,299,51671,415,b'GALAXY',b'AGN',0.07326429,521.7717,115.5306,664.6999,433.6502,57.66414,123.143,122.8012,-15.04008,-12.35941
