,plate,mjd,fiberid,class,subclass,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw,nii_6584_eqw
25176,1156,52641,355,b'GALAXY',b'STARFORMING',0.1363491,189.2593,45.01841,13.69739,67.24364,6.478584,35.25004,20.18657,-34.9976,-12.21147
25177,1156,52641,417,b'GALAXY',b'STARBURST',0.1329641,124.4498,34.68357,51.14598,20.35735,5.412506,24.52035,18.63873,-55.51252,-7.920082
25178,1156,52641,589,b'GALAXY',b'STARFORMING',0.04779985,99.1527,36.1672,65.52635,5.143873,3.73536,16.43553,9.420056,-32.56231,-1.328206
25179,1157,52643,407,b'GALAXY',b'STARBURST',0.1983346,197.3941,50.15006,50.91288,38.05611,6.526053,33.98723,26.69276,-76.97555,-11.01969
25180,1157,52643,535,b'GALAXY',b'STARBURST',0.1337825,183.9744,52.60052,55.06432,42.51864,7.207932,34.71738,21.95184,-37.14975,-8.87361
25181,1157,52643,549,b'GALAXY',b'STARFORMING',0.1063369,230.0157,66.46507,39.32602,77.95206,8.672474,40.05684,28.29833,-31.62091,-11.0328
25182,1160,52674,52,b'GALAXY',b'STARBURST',0.1436889,440.5024,110.7948,154.9901,139.1264,29.10902,102.4464,74.33376,-45.59155,-16.16291
25183,1161,52703,595,b'GALAXY',b'STARBURST',0.140072,1088.446,171.7388,73.86551,477.2251,31.88333,163.4942,134.8531,-78.52458,-34.21539
25184,1162,52668,333,b'GALAXY',b'STARFORMING',0.06857131,216.613,57.11473,23.46623,113.1142,10.25097,44.99604,36.80085,-14.05302,-7.459581
25185,1162,52668,586,b'GALAXY',b'STARFORMING',0.0788351,586.049,121.2903,30.82599,208.2135,14.8571,72.50711,47.81276,-19.71996,-6.959542
25186,1163,52669,128,b'GALAXY',b'STARFORMING',0.05886595,537.9464,121.7885,55.52991,200.0587,13.11548,102.1671,73.85854,-35.07298,-12.93812
25187,1166,52751,71,b'GALAXY',b'STARFORMING',0.07035123,316.6341,82.69728,37.23472,87.23959,12.22361,69.04562,47.40562,-30.57899,-8.557174
25188,1166,52751,364,b'GALAXY',b'STARBURST',0.1699084,540.2108,116.217,46.1773,173.7148,20.83909,86.47678,60.59369,-54.08084,-18.21924
25189,1167,52738,296,b'GALAXY',b'STARBURST',0.1484562,280.4735,69.41203,18.45145,100.6366,11.12847,57.34922,34.59201,-46.74546,-16.85165
25190,1168,52731,267,b'GALAXY',b'STARBURST',0.01949101,836.098,260.6212,527.8209,110.116,25.11234,142.4441,104.2829,-52.09183,-7.177543
25191,1169,52753,19,b'GALAXY',b'AGN',0.04296065,447.7708,121.2043,485.5134,267.2552,25.94846,107.1945,70.13712,-15.79941,-9.382532
25192,1169,52753,120,b'GALAXY',b'STARFORMING',0.04233725,249.5233,64.61266,19.84031,71.70682,10.05595,57.40376,40.68076,-24.98289,-7.261031
25193,1169,52753,432,b'GALAXY',b'STARFORMING',0.08658898,261.5556,75.26006,77.74015,55.32256,9.229756,53.89066,40.34212,-39.52124,-7.993468
25194,1169,52753,460,b'GALAXY',b'STARFORMING',0.05721255,245.7126,68.07902,32.42078,96.65636,8.770839,48.6785,38.832,-27.19049,-10.7774
25195,1170,52756,276,b'GALAXY',b'STARFORMING',0.0604951,242.233,45.42594,59.97495,170.2017,34.07508,92.68864,74.45275,-4.75528,-3.266572
25196,1170,52756,436,b'GALAXY',b'STARBURST',0.109667,1047.375,224.9214,80.98869,450.2225,21.47406,153.5178,117.6239,-60.09194,-25.77786
25197,1170,52756,517,b'GALAXY',b'',0.08413272,81.35806,21.19825,41.5697,59.13157,24.81629,36.4431,25.70933,-5.002561,-3.615844
25198,1171,52753,126,b'GALAXY',b'AGN',0.1320593,514.5746,127.636,1056.169,481.6689,51.03485,136.2465,132.21,-28.69245,-23.84841
25199,1171,52753,134,b'GALAXY',b'STARBURST',0.07218565,1834.652,520.4512,1671.7,150.2322,51.291,217.7759,155.7692,-179.716,-15.46597
25200,1171,52753,316,b'GALAXY',b'STARBURST',0.03101549,1310.544,349.572,190.2171,421.9631,25.87968,235.0628,172.4193,-56.82611,-17.79953
25201,1171,52753,363,b'GALAXY',b'STARFORMING',0.02270964,397.3338,115.166,242.8762,66.58902,15.51358,76.68539,57.64179,-28.80829,-4.966021
25202,1171,52753,607,b'GALAXY',b'STARFORMING',0.03480242,224.5518,49.42763,19.52176,100.6181,12.89735,47.47694,36.06574,-13.28227,-5.827766
25203,1173,52790,104,b'GALAXY',b'STARFORMING',0.05088156,619.1514,70.23427,21.94996,389.399,26.68088,104.1553,78.99665,-27.86507,-17.54133
25204,1173,52790,138,b'GALAXY',b'AGN',0.1747988,432.4044,106.2813,750.9428,329.2989,49.49416,70.54298,70.18764,-39.9931,-26.02772
25205,1174,52782,134,b'GALAXY',b'STARBURST',0.1223349,713.3764,166.3354,131.0609,202.7307,21.18387,122.1313,86.43591,-85.22919,-24.12698
25206,1174,52782,332,b'GALAXY',b'STARFORMING',0.07378154,344.3719,51.91344,39.77864,180.7682,16.91551,82.77983,68.14169,-22.51273,-11.81938
25207,1176,52791,279,b'GALAXY',b'STARBURST',0.08564705,1619.104,327.372,276.1218,1050.15,48.28394,189.7923,193.7219,-53.47108,-33.18517
25208,895,52581,35,b'GALAXY',b'STARFORMING',0.1100792,248.87,55.75829,18.33359,91.89073,11.69253,43.09759,34.11143,-24.15067,-8.595468
25209,895,52581,456,b'GALAXY',b'STARFORMING',0.05668645,496.4447,123.7907,42.2225,194.9806,7.479241,82.16833,60.92692,-33.95115,-13.36357
25210,895,52581,499,b'GALAXY',b'STARFORMING',0.1264906,442.4977,88.70633,40.68472,148.2223,11.95054,69.28142,52.12953,-39.22091,-12.77001
25211,896,52592,24,b'GALAXY',b'STARBURST',0.09138746,506.3554,115.9823,46.23166,166.3127,11.62641,81.85351,62.41376,-43.64698,-14.47087
25212,897,52605,108,b'GALAXY',b'STARBURST',0.1599866,197.3521,44.06773,13.40737,72.539,9.141721,31.06934,25.43246,-39.13945,-15.02348
25213,898,52606,76,b'GALAXY',b'AGN',0.1298925,283.9252,61.8978,209.1811,213.6275,21.35781,67.72366,47.67767,-18.43211,-11.76569
25214,899,52620,68,b'GALAXY',b'STARBURST',0.0812772,956.5856,228.0113,52.94377,339.7124,19.83122,131.6375,92.8191,-39.38717,-14.11086
25215,899,52620,268,b'GALAXY',b'STARFORMING',0.07461907,216.4954,41.49866,39.55534,105.6461,9.920336,50.75269,37.08382,-21.01876,-10.37099
25216,900,52637,79,b'GALAXY',b'STARFORMING',0.1069914,224.7495,52.92517,157.0568,120.8858,12.08502,51.70276,40.219,-37.93939,-19.99224
25217,900,52637,514,b'GALAXY',b'STARBURST',0.07376011,664.6884,171.4444,138.4927,207.4843,18.31136,113.8023,80.68059,-58.77883,-18.33312
25218,900,52637,550,b'GALAXY',b'STARBURST',0.01606768,2057.913,552.8034,776.0388,375.9071,53.60649,354.0996,254.4363,-91.73991,-17.15596
25219,902,52409,163,b'GALAXY',b'STARBURST',0.03264837,330.937,103.7679,273.1795,23.40315,9.334823,46.21798,36.27429,-93.00256,-6.706184
25220,903,52400,507,b'GALAXY',b'STARBURST',0.09676189,564.0329,116.0139,25.12679,205.6494,18.88086,87.10635,61.77553,-57.2328,-20.77967
25221,904,52381,66,b'GALAXY',b'STARFORMING',0.04638042,193.397,71.83464,119.0159,29.48343,10.03273,43.31447,31.90941,-34.55727,-5.274293
25222,904,52381,248,b'GALAXY',b'STARFORMING',0.1365185,423.0735,89.07049,178.6599,301.7036,22.78213,82.08244,55.34623,-30.12296,-20.93496
25223,904,52381,410,b'GALAXY',b'STARBURST',0.04658764,1143.958,315.3444,76.13259,696.7613,20.46671,131.4501,141.7379,-63.4159,-36.94557
25224,904,52381,424,b'GALAXY',b'AGN',0.1430602,255.2157,50.25008,114.577,240.6558,19.80467,43.62376,43.54477,-30.00769,-26.11336
25225,905,52643,35,b'GALAXY',b'STARBURST',0.2373412,257.998,63.02283,49.42613,89.78346,25.92036,54.77383,31.97845,-59.27545,-19.50383
25226,905,52643,71,b'GALAXY',b'STARBURST',0.1312929,305.8445,78.16557,28.69113,110.6251,10.82131,50.7342,39.76088,-46.45113,-16.53943
25227,907,52373,41,b'GALAXY',b'STARFORMING',0.05823802,189.9875,51.14514,28.36602,69.96204,9.539834,40.04199,26.33657,-14.05474,-5.583078
25228,907,52373,332,b'GALAXY',b'STARBURST',0.07940637,512.0237,125.3466,75.94724,205.033,20.38862,124.9102,87.4465,-43.25481,-17.36286
25229,907,52373,604,b'GALAXY',b'',0.08003482,118.3056,34.68004,77.27355,195.4886,25.96995,61.14483,50.31154,-3.136815,-5.183769
25230,908,52373,112,b'GALAXY',b'STARFORMING',0.04939512,365.5298,94.10843,79.08678,94.90587,14.51559,78.42277,58.67223,-34.12935,-8.485712
25231,908,52373,430,b'GALAXY',b'',0.123913,141.5868,27.51082,64.64299,108.7434,15.94383,51.13096,36.31853,-11.46298,-8.929342
25232,908,52373,445,b'GALAXY',b'STARFORMING',0.04729176,348.9686,103.9151,63.36475,88.74323,13.43214,77.83749,55.35799,-27.07621,-6.854578
25233,910,52377,411,b'GALAXY',b'BROADLINE',0.08500747,142.8666,29.85227,44.50202,241.0925,28.48859,87.37368,51.92299,-6.739233,-8.885034
25234,911,52426,616,b'GALAXY',b'STARBURST',0.1123285,729.331,205.1522,228.2982,204.0881,15.11224,104.9973,78.94228,-87.85887,-24.63659
25235,913,52433,363,b'GALAXY',b'AGN',0.1895912,157.0415,28.79876,107.245,156.3301,13.16317,35.62597,26.36985,-16.05349,-15.35613
25236,913,52433,502,b'GALAXY',b'STARBURST',0.2038547,747.9513,218.4781,512.5933,106.6823,24.91824,100.3644,71.12281,-191.7729,-42.98785
25237,914,52721,38,b'GALAXY',b'STARFORMING',0.07766019,114.7279,26.44996,25.69321,31.76674,7.938191,25.39539,19.90095,-20.40374,-5.199464
25238,914,52721,455,b'GALAXY',b'STARFORMING',0.02395275,485.5074,129.3414,168.5843,125.4798,14.21819,99.26832,69.96335,-32.41553,-8.451108
25239,915,52443,619,b'GALAXY',b'STARBURST',0.1378197,396.1235,111.1139,76.61876,100.4408,13.75335,83.30717,48.61896,-57.48061,-15.2505
25240,916,52378,420,b'GALAXY',b'STARBURST',0.02476666,2459.668,797.3911,1269.165,395.6371,39.65585,315.2464,214.6569,-150.9154,-24.56061
25241,917,52400,550,b'GALAXY',b'STARFORMING',0.05492209,495.5845,138.8882,69.98469,160.2929,12.25699,88.29105,59.06489,-38.6979,-12.2568
25242,917,52400,588,b'GALAXY',b'STARBURST',0.1010828,435.5876,117.5712,102.509,98.39101,13.053,85.51788,61.17362,-67.40609,-17.02164
25243,918,52404,494,b'GALAXY',b'STARFORMING',0.05403941,604.8071,116.5249,33.44269,274.9027,13.59646,88.98444,66.13946,-21.81602,-10.02088
25244,919,52409,563,b'GALAXY',b'STARBURST',0.122684,541.1973,115.1293,50.97334,210.5644,22.07075,102.4308,73.92779,-56.90453,-22.4493
25245,921,52380,611,b'GALAXY',b'STARFORMING',0.0984023,301.3441,78.57431,25.69624,112.5753,10.02991,60.56498,41.90208,-34.06556,-13.0785
25246,922,52426,394,b'GALAXY',b'STARFORMING',0.1114165,382.7401,69.58165,119.2567,195.4146,13.70954,67.39754,49.34286,-33.94519,-16.994
25247,922,52426,560,b'GALAXY',b'STARBURST',0.0973377,730.1918,158.5511,52.31429,261.6848,20.94442,126.8795,93.93916,-53.75855,-19.57999
25248,925,52411,38,b'GALAXY',b'STARFORMING',0.03937476,377.9814,91.57867,71.2354,97.21684,17.5108,92.146,65.74096,-24.13005,-5.648709
25249,925,52411,153,b'GALAXY',b'STARBURST',0.1438517,1022.03,295.8487,596.8514,145.1748,20.39142,102.0983,76.20708,-160.8233,-24.74588
25250,926,52413,417,b'GALAXY',b'STARBURST',0.0125234,541.9072,181.4138,427.6604,55.80801,11.41639,79.56534,54.95594,-52.48518,-5.495149
25251,926,52413,557,b'GALAXY',b'STARFORMING',0.1444705,314.1124,66.96802,29.03633,135.0363,12.65709,59.95809,40.87915,-20.66163,-9.249257
25252,927,52577,485,b'GALAXY',b'STARFORMING',0.06559691,324.4211,80.77866,56.73252,99.72225,9.552979,73.57906,47.7702,-28.68614,-8.96016
25253,928,52578,575,b'GALAXY',b'STARBURST',0.1378359,584.3756,128.0721,24.84812,218.2101,11.90874,85.55862,64.80937,-42.90568,-16.07807
25254,928,52578,588,b'GALAXY',b'STARFORMING',0.07691406,269.5471,66.66424,36.0456,81.57184,8.337172,61.42039,41.42803,-32.80269,-10.08964
25255,930,52618,51,b'GALAXY',b'STARFORMING',0.1427482,242.3137,53.05853,13.69921,93.01717,9.564251,32.55067,28.67988,-18.32439,-6.596524
25256,930,52618,102,b'GALAXY',b'STARFORMING',0.04749704,127.3485,41.75245,39.56991,29.17615,6.492199,29.41338,19.60365,-19.32285,-4.573227
25257,930,52618,457,b'GALAXY',b'STARFORMING',0.04991094,109.6414,30.58979,50.67501,15.74076,4.750106,27.55426,17.30258,-22.45117,-3.043232
25258,930,52618,501,b'GALAXY',b'STARFORMING',0.01979719,173.8846,51.9739,57.64104,28.16479,7.030227,46.09241,51.6983,-20.06076,-3.330079
25259,931,52619,305,b'QSO',b'AGN BROADLINE',0.124545,727.6871,174.7476,1683.372,686.3688,61.09243,157.4688,141.8947,-46.87271,-42.70475
25260,932,52620,116,b'GALAXY',b'STARBURST',0.09552798,1113.925,237.2273,88.0804,459.8405,30.9321,178.4898,135.9026,-50.9627,-21.03933
25261,933,52642,509,b'GALAXY',b'STARBURST',0.05366921,450.2414,127.5318,79.08748,126.9107,16.81171,94.71478,69.76933,-46.17226,-13.62993
25262,934,52672,496,b'GALAXY',b'AGN',0.1775998,240.4985,52.65205,453.9986,181.2375,15.63329,50.57383,43.13944,-21.88853,-16.69238
25263,935,52643,426,b'GALAXY',b'STARFORMING',0.1213144,404.8297,91.42706,26.96944,147.6115,9.171989,60.97922,42.59341,-39.63447,-14.86815
25264,937,52707,554,b'GALAXY',b'STARFORMING',0.08008171,798.9916,111.8124,45.65678,437.1222,32.59231,128.8229,98.82394,-39.19258,-20.80562
25265,939,52636,9,b'GALAXY',b'STARFORMING',0.1295615,258.0123,64.12048,32.64167,82.97656,11.50073,46.1034,24.6308,-43.40399,-14.34711
25266,941,52709,288,b'GALAXY',b'STARBURST',0.1081112,1664.455,504.5569,2113.456,134.112,49.07202,173.0085,135.1099,-200.9305,-17.00322
25267,941,52709,593,b'GALAXY',b'STARBURST',0.09566507,594.9984,143.0542,59.09869,196.4079,21.2719,107.8617,76.41102,-47.00796,-15.94479
25268,1683,53436,236,b'GALAXY',b'STARFORMING',0.07187799,394.2368,101.7602,80.41102,121.1833,15.46177,89.22693,63.51842,-20.82377,-6.115556
25269,1683,53436,317,b'GALAXY',b'STARFORMING',0.07126203,235.3136,71.02129,26.56666,64.73541,8.570726,46.67391,32.76217,-33.62167,-9.263489
25270,1683,53436,335,b'GALAXY',b'STARFORMING',0.06196216,167.0484,41.43127,22.69733,48.06704,10.47475,36.91027,22.96728,-21.40919,-5.728083
25271,1683,53436,381,b'GALAXY',b'STARFORMING',0.1009369,185.6129,51.07757,15.11063,64.89569,7.56217,31.28834,25.48889,-28.26618,-16.98824
25272,1686,53472,86,b'GALAXY',b'STARFORMING',0.04033014,313.5355,96.51472,92.98462,66.18417,15.49631,63.05709,42.12572,-30.71802,-6.261989
25273,1686,53472,145,b'GALAXY',b'STARFORMING',0.08742296,229.0121,52.02356,24.99844,80.78656,10.5877,37.31792,27.56361,-21.65195,-7.570043
25274,1686,53472,147,b'GALAXY',b'STARBURST',0.1121715,999.6194,186.478,99.24389,414.6031,26.71451,159.8706,123.7396,-58.78551,-24.83772
25275,1687,53260,73,b'GALAXY',b'STARFORMING',0.09265161,327.4216,78.8438,113.925,189.0629,14.13987,58.67958,46.06542,-14.40269,-8.277722
25276,1687,53260,378,b'GALAXY',b'STARBURST',0.0249754,325.1178,99.49712,343.5755,16.33889,10.74969,38.26503,23.93248,-42.80419,-2.263757
25277,1689,53177,184,b'GALAXY',b'STARBURST',0.1206683,265.1004,63.57717,14.60603,89.6061,6.55115,40.71074,32.99039,-41.3997,-14.3025
25278,1690,53475,20,b'GALAXY',b'STARBURST',0.103608,872.9843,211.5228,96.07165,259.6045,25.61432,153.9175,108.3441,-64.4252,-18.37051
25279,1690,53475,468,b'GALAXY',b'STARFORMING',0.03532165,457.4444,97.75244,48.16029,204.3007,23.45707,118.5462,92.55492,-21.50664,-9.714366
25280,1691,53260,113,b'GALAXY',b'STARFORMING',0.07916521,306.5076,77.53947,36.72538,90.19518,9.985915,58.62099,36.92202,-30.49679,-8.861067
25281,1691,53260,482,b'GALAXY',b'STARBURST',0.07375006,630.2591,203.5343,767.8514,44.87862,11.31837,54.09671,40.52441,-149.9042,-11.50851
25282,1692,53473,331,b'GALAXY',b'STARBURST',0.0678172,284.4294,80.50391,72.03762,70.55364,12.54068,60.77901,39.05882,-44.38166,-11.37189
25283,1695,53473,99,b'GALAXY',b'STARFORMING',0.1739765,371.1487,80.53147,34.11854,188.3127,13.5465,61.28049,40.92683,-23.05369,-11.39065
25284,1696,53116,67,b'GALAXY',b'STARBURST',0.02153943,898.3104,288.8595,1088.757,36.68661,18.13084,87.28211,65.27184,-157.2036,-6.253141
25285,1697,53142,22,b'GALAXY',b'STARBURST',0.1900199,386.7195,88.06338,77.82931,122.4254,13.0518,69.74158,47.22677,-57.81959,-18.06082
25286,1697,53142,302,b'GALAXY',b'STARFORMING',0.02449049,577.3865,194.0548,278.0914,99.71579,21.42518,126.5408,75.59833,-35.8139,-6.285708
25287,1697,53142,367,b'GALAXY',b'STARBURST',0.06121622,500.6642,165.4074,126.0227,130.1099,14.99663,94.70203,69.50619,-49.79504,-13.18277
25288,1701,53142,595,b'GALAXY',b'STARFORMING',0.1417269,450.5475,103.8927,82.75446,264.3268,18.52187,69.56976,51.14566,-39.43834,-21.61572
25289,1703,53799,141,b'GALAXY',b'STARBURST',0.01324689,1547.225,467.4717,1321.514,124.8313,39.97781,196.2779,142.6122,-73.0351,-6.134326
25290,1703,53799,446,b'GALAXY',b'STARFORMING',0.1073591,728.7578,130.1371,31.41001,279.153,21.94692,99.15804,69.45222,-32.41779,-12.67164
25291,1704,53178,138,b'GALAXY',b'STARBURST',0.1184811,640.5585,95.46313,42.63876,270.4457,22.10621,109.748,84.19197,-45.22224,-18.76546
25292,1705,53848,128,b'GALAXY',b'STARFORMING',0.06469396,194.6231,56.68034,38.86655,43.17419,9.983856,46.9029,31.91686,-25.44767,-5.755317
25293,1705,53848,305,b'QSO',b'AGN BROADLINE',0.06012228,2352.982,639.3746,6572.486,1212.119,289.7914,364.649,361.9083,-81.47437,-43.73059
25294,1705,53848,494,b'GALAXY',b'STARFORMING',0.06710869,319.2929,91.41113,58.95654,80.44688,10.73014,65.26741,43.87415,-20.30102,-5.254877
25295,1706,53442,338,b'GALAXY',b'STARBURST',0.1768636,627.291,150.3634,88.64016,267.1484,15.4166,91.27151,67.48576,-128.9002,-50.24029
25296,1706,53442,427,b'GALAXY',b'STARBURST',0.1673549,508.9612,132.7357,134.0329,121.3753,16.20648,96.3343,67.87067,-97.17081,-23.55864
25297,1707,53885,366,b'GALAXY',b'STARFORMING',0.02540824,210.4076,61.91587,94.89721,24.24965,10.48786,48.02582,32.04158,-41.37219,-5.427128
25298,1708,53503,226,b'GALAXY',b'STARFORMING',0.07770867,398.4531,89.90247,74.53086,159.7632,15.01171,54.94423,37.21482,-16.45856,-6.718596
25299,1708,53503,460,b'GALAXY',b'STARFORMING',0.01709385,201.7163,62.96386,104.216,18.6202,9.945873,37.60884,25.76331,-28.58863,-3.061469
25300,1710,53504,367,b'GALAXY',b'STARBURST',0.06856868,628.2741,184.9422,200.6771,155.0786,18.96795,109.7025,80.27466,-44.7334,-11.15475
25301,1710,53504,632,b'GALAXY',b'STARBURST',0.05491449,1945.077,569.7056,1999.832,148.4278,52.41917,218.0544,153.4746,-281.2682,-22.61998
25302,1711,53535,67,b'GALAXY',b'STARFORMING',0.08190043,272.8972,68.56373,21.26955,99.31346,8.266527,48.73927,38.52452,-30.77285,-10.90524
25303,1711,53535,164,b'GALAXY',b'STARBURST',0.03991277,632.2584,189.3788,593.713,31.93337,18.91771,80.71812,51.48687,-144.7473,-7.437075
25304,1711,53535,305,b'GALAXY',b'STARBURST',0.05150266,505.3922,142.1865,172.9969,80.25686,12.29329,92.11511,67.71161,-71.4138,-11.48532
25305,1712,53531,344,b'GALAXY',b'STARFORMING',0.1194422,304.1709,68.936,14.66069,116.5635,9.347928,44.23988,32.97351,-43.77129,-12.61128
25306,1712,53531,370,b'GALAXY',b'',0.04998158,67.09427,22.88496,42.73257,51.59349,17.13377,39.10072,28.01742,-2.783001,-2.331663
25307,1713,53827,217,b'GALAXY',b'STARFORMING',0.0284618,258.3845,82.21103,123.0172,40.92815,12.16396,53.03636,38.42136,-33.73249,-5.699783
25308,1713,53827,339,b'GALAXY',b'STARFORMING',0.06530845,149.2114,47.3761,50.18853,45.94464,7.289306,35.26629,24.31877,-13.72639,-3.850837
25309,1714,53521,332,b'GALAXY',b'STARBURST',0.03771001,799.2475,243.5051,164.4005,198.6318,17.20525,149.7528,100.493,-65.82201,-16.52159
25310,1714,53521,576,b'GALAXY',b'STARBURST',0.1088697,682.2681,178.5679,75.35705,261.273,16.71012,122.6412,91.04356,-56.25499,-21.29889
25311,1715,54212,446,b'GALAXY',b'STARBURST',0.03225243,392.5151,129.0963,241.2915,44.80846,15.7497,76.3972,51.97825,-59.93743,-7.403751
25312,1715,54212,515,b'GALAXY',b'STARFORMING',0.1212761,370.6968,77.89233,25.95373,142.5366,10.58837,59.51511,41.31281,-34.77084,-13.62361
25313,1716,53827,76,b'GALAXY',b'STARFORMING',0.09734847,222.7763,40.24134,28.38794,154.2431,16.59529,60.4068,36.30516,-10.05878,-6.416066
25314,1716,53827,380,b'GALAXY',b'STARFORMING',0.03186969,647.632,149.016,31.60301,231.2791,17.35218,97.74132,71.77505,-20.22099,-7.376243
25315,1716,53827,428,b'GALAXY',b'STARBURST',0.06708448,525.8111,159.6298,335.7194,79.18993,14.28507,72.22162,52.19029,-62.85205,-9.57339
25316,1716,53827,531,b'GALAXY',b'STARFORMING',0.03353357,142.1599,36.24732,28.74478,48.96213,7.371789,36.88517,22.51685,-11.29891,-4.136677
25317,1716,53827,560,b'GALAXY',b'STARFORMING',0.09761706,609.5677,136.6144,65.13663,303.9971,21.52029,110.2176,81.90472,-31.50776,-15.62971
25318,1716,53827,596,b'GALAXY',b'STARFORMING',0.1127822,333.6555,83.34672,35.47253,110.9358,9.36226,56.29412,40.13549,-30.26187,-10.05715
25319,1717,53883,126,b'GALAXY',b'STARFORMING',0.08690482,207.3814,55.43294,54.70701,41.10058,7.999848,44.73351,43.89598,-39.76989,-7.465102
25320,1717,53883,205,b'GALAXY',b'STARFORMING',0.0739373,257.3816,75.36974,78.85293,103.846,10.58893,62.39333,47.02934,-17.58226,-7.164881
25321,1717,53883,470,b'GALAXY',b'STARFORMING',0.0543578,221.9855,60.1371,97.15659,31.43244,10.80139,49.66094,34.63595,-25.74304,-3.319419
25322,1717,53883,518,b'GALAXY',b'STARBURST',0.05425746,275.8982,65.20643,57.8289,69.55985,12.57131,67.33391,47.99481,-39.38448,-9.903923
25323,1719,53876,190,b'GALAXY',b'STARFORMING',0.08896244,314.912,79.41113,37.1899,120.6734,14.34917,54.47694,44.30304,-23.85769,-8.867748
25324,1719,53876,303,b'GALAXY',b'AGN',0.07549241,134.8049,31.86328,40.75728,93.34138,9.03371,22.76154,33.74342,-15.54303,-11.15077
25325,1719,53876,602,b'GALAXY',b'STARFORMING',0.05729454,250.5679,86.43687,98.20221,57.62223,13.84257,62.30315,43.31845,-22.87616,-5.083306
25326,1721,53857,55,b'GALAXY',b'STARBURST',0.07579088,3206.613,908.7924,1553.225,798.3271,79.51313,442.1992,367.7221,-128.6502,-31.45134
25327,1721,53857,214,b'GALAXY',b'STARBURST',0.139639,311.623,73.29144,30.80197,110.6498,11.24256,48.34053,44.60955,-56.44291,-19.78243
25328,640,52178,618,b'GALAXY',b'STARFORMING',0.02747444,1022.281,256.928,271.0408,420.2861,21.91604,144.5158,117.5759,-28.35759,-11.79708
25329,641,52199,522,b'GALAXY',b'STARFORMING',0.08364838,684.0328,134.4428,34.23634,231.1149,16.7358,107.6334,79.65733,-38.16433,-12.9457
25330,645,52203,452,b'GALAXY',b'STARFORMING',0.05911233,415.3038,114.8969,66.53021,112.1359,17.93878,93.16594,60.3493,-35.1071,-9.454833
25331,646,52523,206,b'GALAXY',b'STARBURST',0.1247881,323.6379,78.39276,22.84013,108.867,10.84365,58.98006,40.99313,-43.96342,-16.0101
25332,648,52559,510,b'GALAXY',b'STARBURST',0.07810286,723.6002,160.1286,32.75074,258.2766,18.3148,120.7819,83.73122,-40.10125,-14.61811
25333,649,52201,542,b'GALAXY',b'STARBURST',0.07521813,510.3492,149.2402,85.38316,153.3705,14.11187,94.62257,75.10056,-52.42659,-16.12867
25334,650,52143,554,b'GALAXY',b'STARBURST',0.07523692,533.3251,154.9502,76.54298,165.2036,19.76295,121.354,89.47185,-36.77829,-11.20336
25335,651,52141,9,b'GALAXY',b'STARBURST',0.1445337,778.3257,183.6842,51.74755,307.2406,21.7053,122.0097,89.36458,-49.41712,-19.72136
25336,651,52141,86,b'GALAXY',b'STARFORMING',0.1102601,432.7125,105.8052,27.19917,161.0824,13.07513,71.95307,46.39074,-33.0444,-11.81528
25337,651,52141,354,b'GALAXY',b'STARFORMING',0.06755029,275.6469,37.72596,17.93814,200.9691,16.04868,44.26445,34.95418,-10.17278,-7.551352
25338,653,52145,365,b'GALAXY',b'STARBURST',0.03502667,766.7826,183.8117,271.0338,115.0029,29.55666,158.6765,114.0583,-77.35807,-11.59945
25339,654,52146,471,b'GALAXY',b'STARFORMING',0.05458815,199.516,51.55608,55.80872,42.02159,7.282272,42.00481,29.77704,-25.67933,-5.657273
25340,655,52162,28,b'GALAXY',b'STARFORMING',0.054105,438.5212,92.22034,19.26931,173.835,17.08593,80.66794,57.61815,-32.9811,-13.47377
25341,655,52162,161,b'GALAXY',b'STARFORMING',0.05171312,442.3603,98.29089,29.8686,141.5193,11.92852,81.69453,57.85475,-23.97839,-7.542717
25342,655,52162,225,b'GALAXY',b'STARFORMING',0.0371111,406.537,82.00768,28.18172,142.0287,14.37262,93.18633,64.06363,-30.25985,-10.67182
25343,656,52148,119,b'GALAXY',b'STARBURST',0.08176771,246.6833,61.81465,26.29012,74.83531,7.352504,49.18856,38.15368,-36.64597,-11.00505
25344,656,52148,151,b'GALAXY',b'STARBURST',0.02068782,1729.154,518.6321,455.9664,442.4418,28.79701,252.4012,175.8186,-52.39288,-13.54834
25345,656,52148,333,b'GALAXY',b'STARBURST',0.1679226,253.6189,68.46145,30.41186,98.1883,9.407794,47.57562,40.02085,-48.00808,-18.26212
25346,657,52177,471,b'GALAXY',b'STARFORMING',0.01485151,1048.485,321.7144,844.9292,118.2884,40.56566,177.0073,120.8987,-36.30238,-4.082087
25347,657,52177,534,b'GALAXY',b'STARFORMING',0.07770017,405.6886,101.8533,29.18499,160.5429,8.417858,71.90202,48.17429,-35.28006,-14.19644
25348,659,52199,135,b'GALAXY',b'STARFORMING',0.06236511,176.7816,48.07758,28.52802,46.09543,7.030108,37.08765,23.96371,-34.41768,-8.672075
25349,659,52199,201,b'GALAXY',b'STARFORMING',0.04548652,328.6987,88.50914,60.47006,89.89359,9.36764,71.50367,54.48821,-33.85486,-9.103835
